Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Andorra,AND,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,..
Andorra,AND,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,..
Andorra,AND,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,..
Andorra,AND,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,..
Andorra,AND,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,..
Andorra,AND,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,..
Andorra,AND,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,..
Andorra,AND,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,..
Andorra,AND,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,..
Andorra,AND,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,..
Andorra,AND,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,..
Andorra,AND,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,..
Andorra,AND,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,..
Andorra,AND,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,..
Andorra,AND,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,..
Andorra,AND,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,..
Andorra,AND,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,..
Andorra,AND,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,..
Andorra,AND,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,..
Andorra,AND,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,..
Andorra,AND,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,..
Andorra,AND,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,..
Andorra,AND,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,..
Andorra,AND,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,..
Andorra,AND,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,..
Andorra,AND,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,..
Andorra,AND,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,..
Andorra,AND,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,..
Andorra,AND,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,..
Andorra,AND,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,..
Andorra,AND,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,..
Andorra,AND,"Population, total",SP.POP.TOTL,77265
Andorra,AND,"Population, male",SP.POP.TOTL.MA.IN,..
Andorra,AND,"Population, female",SP.POP.TOTL.FE.IN,..
Armenia,ARM,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.0491657465146202
Armenia,ARM,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,6.5457360625708896
Armenia,ARM,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,5.3246697806353298
Armenia,ARM,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,6.6674224231514003
Armenia,ARM,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.7209304696375298
Armenia,ARM,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.9819364633610004
Armenia,ARM,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,8.9815971715598799
Armenia,ARM,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,9.0565934850442709
Armenia,ARM,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,8.1839480033921905
Armenia,ARM,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.7715682975461098
Armenia,ARM,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.6170665956455803
Armenia,ARM,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.2353497442505699
Armenia,ARM,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,5.6847874496571196
Armenia,ARM,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,5.24535658193345
Armenia,ARM,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.9162006439046602
Armenia,ARM,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,5.0512036976581802
Armenia,ARM,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,7.2725036906963902
Armenia,ARM,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,6.1171073372714
Armenia,ARM,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,7.1924775420248803
Armenia,ARM,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,6.0409816128752203
Armenia,ARM,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,4.8887948737390001
Armenia,ARM,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,3.9169232292517902
Armenia,ARM,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,3.2206064784225701
Armenia,ARM,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2.4248303314733599
Armenia,ARM,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.6855826139369099
Armenia,ARM,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.1440383369435101
Armenia,ARM,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,3.79079278770707
Armenia,ARM,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2.3093143877619098
Armenia,ARM,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,6.1869897616227503
Armenia,ARM,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,7.74050096610073
Armenia,ARM,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.3860994070036901
Armenia,ARM,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.1537753982609509
Armenia,ARM,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.89778698389983
Armenia,ARM,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.5973616445452397
Armenia,ARM,"Population, total",SP.POP.TOTL,2963234
Armenia,ARM,"Population, male",SP.POP.TOTL.MA.IN,1393747
Armenia,ARM,"Population, female",SP.POP.TOTL.FE.IN,1569487
Austria,AUT,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,4.7926417032484503
Austria,AUT,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,5.2594651294425701
Austria,AUT,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,5.37586257412066
Austria,AUT,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,5.9297144778769502
Austria,AUT,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.4499402085834703
Austria,AUT,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.0290026941064099
Austria,AUT,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.6688505880274001
Austria,AUT,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.1137157968876696
Austria,AUT,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.7537257136375501
Austria,AUT,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.0865066960741201
Austria,AUT,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.1586144420412996
Austria,AUT,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.4067071334468997
Austria,AUT,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.7286091581486804
Austria,AUT,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.8767173210928396
Austria,AUT,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,7.7997744108503504
Austria,AUT,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,8.0467311801654606
Austria,AUT,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,7.5923164799859197
Austria,AUT,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,7.8122103542791601
Austria,AUT,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,6.5187643880965496
Austria,AUT,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,6.4119327223448703
Austria,AUT,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,5.18977670790935
Austria,AUT,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.8191416925186896
Austria,AUT,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,4.8164006070892604
Austria,AUT,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,4.2195954628373897
Austria,AUT,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,4.6995768725355598
Austria,AUT,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,3.7960524730212102
Austria,AUT,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,6.6845073771943904
Austria,AUT,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,4.1203993701363402
Austria,AUT,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,4.7693426491593804
Austria,AUT,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,5.1887394865993999
Austria,AUT,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,4.5113450408160496
Austria,AUT,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,4.9552097206765104
Austria,AUT,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.4899510785557002
Austria,AUT,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,4.9281582884935
Austria,AUT,"Population, total",SP.POP.TOTL,8916864
Austria,AUT,"Population, male",SP.POP.TOTL.MA.IN,4395554
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,4521310
Azerbaijan,AZE,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.8297834017898502
Azerbaijan,AZE,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,6.7409012720290997
Azerbaijan,AZE,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.7229926193873704
Azerbaijan,AZE,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.4628445243356696
Azerbaijan,AZE,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.6535628753194107
Azerbaijan,AZE,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.8995439776458998
Azerbaijan,AZE,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,9.3733957813866198
Azerbaijan,AZE,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,9.1925545307645304
Azerbaijan,AZE,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,8.14431183615525
Azerbaijan,AZE,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.1383878575163102
Azerbaijan,AZE,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.6321267211756902
Azerbaijan,AZE,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.4694716174656399
Azerbaijan,AZE,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.3157415561814698
Azerbaijan,AZE,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,5.8464885330991399
Azerbaijan,AZE,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.5276831600128604
Azerbaijan,AZE,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,5.86812866559361
Azerbaijan,AZE,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,6.79393541564892
Azerbaijan,AZE,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,6.0787448091324503
Azerbaijan,AZE,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,5.2403472965178297
Azerbaijan,AZE,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,4.5543791256438704
Azerbaijan,AZE,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,3.32993661852344
Azerbaijan,AZE,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.7394512251948
Azerbaijan,AZE,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.7227078628857
Azerbaijan,AZE,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.27589905273084
Azerbaijan,AZE,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.06845763069584
Azerbaijan,AZE,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.72075857352037598
Azerbaijan,AZE,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.6963802029397499
Azerbaijan,AZE,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.92740604312546704
Azerbaijan,AZE,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,7.6755967225216404
Azerbaijan,AZE,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,8.6066716370523295
Azerbaijan,AZE,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.8883265796448203
Azerbaijan,AZE,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.08936900848704
Azerbaijan,AZE,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.3847137192135301
Azerbaijan,AZE,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.3889995466629204
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,10093121
Azerbaijan,AZE,"Population, male",SP.POP.TOTL.MA.IN,5041659
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,5051462
Belarus,BLR,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,4.2701973126883903
Belarus,BLR,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,5.1822000756017896
Belarus,BLR,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,4.0963541450080498
Belarus,BLR,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,4.9690785060669
Belarus,BLR,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.30898816108028
Belarus,BLR,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.5858413267181399
Belarus,BLR,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.8653983778862102
Belarus,BLR,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,9.4744539384870592
Belarus,BLR,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.0414700807175699
Belarus,BLR,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.1998614800720198
Belarus,BLR,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.5676043781784896
Belarus,BLR,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,7.2958223308035004
Belarus,BLR,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.55873301024128
Belarus,BLR,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.8545543029258598
Belarus,BLR,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.2741165563092203
Belarus,BLR,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,6.2604461050873903
Belarus,BLR,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,8.1197175261398407
Belarus,BLR,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,7.8076914246981497
Belarus,BLR,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,7.5301081950449396
Belarus,BLR,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,6.4729084888803303
Belarus,BLR,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,6.9826378616518099
Belarus,BLR,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,5.1279422698765504
Belarus,BLR,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,3.37480301800769
Belarus,BLR,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2.25289229109551
Belarus,BLR,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,3.5854782043559199
Belarus,BLR,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.7038360291378301
Belarus,BLR,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,5.6650615035305298
Belarus,BLR,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1.87208750713455
Belarus,BLR,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,5.3608607127906502
Belarus,BLR,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,6.3054525798825196
Belarus,BLR,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.7184085241172502
Belarus,BLR,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.9769582760429003
Belarus,BLR,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,4.6800624322518596
Belarus,BLR,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,5.6579730674890296
Belarus,BLR,"Population, total",SP.POP.TOTL,9379952
Belarus,BLR,"Population, male",SP.POP.TOTL.MA.IN,4367071
Belarus,BLR,"Population, female",SP.POP.TOTL.FE.IN,5012881
Belgium,BEL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.3299062953517504
Belgium,BEL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,5.7314554252145804
Belgium,BEL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,5.4734750989730001
Belgium,BEL,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,5.8799147333851502
Belgium,BEL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.0942322533339297
Belgium,BEL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.4786959674183402
Belgium,BEL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.3457684925669096
Belgium,BEL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.5328188554462798
Belgium,BEL,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.4868737704825499
Belgium,BEL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.5912938573394504
Belgium,BEL,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.3313466024986598
Belgium,BEL,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.6409949976803304
Belgium,BEL,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.4047904625970897
Belgium,BEL,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.8327317261267
Belgium,BEL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.6765994654491401
Belgium,BEL,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,7.0543587725994401
Belgium,BEL,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,6.7905375293334904
Belgium,BEL,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,7.0734558482400498
Belgium,BEL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,6.3415941851213002
Belgium,BEL,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,6.3579683287969804
Belgium,BEL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,5.6016981903863998
Belgium,BEL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,5.3362834862521096
Belgium,BEL,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,5.0542993570368999
Belgium,BEL,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,4.5289837727082398
Belgium,BEL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,3.63332404378848
Belgium,BEL,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2.98445337885064
Belgium,BEL,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,7.06881328716275
Belgium,BEL,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,4.26366150302864
Belgium,BEL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,5.2574375808451297
Belgium,BEL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,5.6810927635661903
Belgium,BEL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,5.5342420663779901
Belgium,BEL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.0156310521583496
Belgium,BEL,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.5750613186945204
Belgium,BEL,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.0162055311885601
Belgium,BEL,"Population, total",SP.POP.TOTL,11544241
Belgium,BEL,"Population, male",SP.POP.TOTL.MA.IN,5721845
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,5822396
Bosnia and Herzegovina,BIH,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,4.8316634870499797
Bosnia and Herzegovina,BIH,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,5.2373041605020303
Bosnia and Herzegovina,BIH,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.2488725999070596
Bosnia and Herzegovina,BIH,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,6.9431330211644502
Bosnia and Herzegovina,BIH,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,5.4418631876841896
Bosnia and Herzegovina,BIH,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,5.9750692296632204
Bosnia and Herzegovina,BIH,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.3065715927430697
Bosnia and Herzegovina,BIH,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.8965130906150804
Bosnia and Herzegovina,BIH,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.1016350437162403
Bosnia and Herzegovina,BIH,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.6623497067425896
Bosnia and Herzegovina,BIH,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.5108475301127804
Bosnia and Herzegovina,BIH,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.9586315027489603
Bosnia and Herzegovina,BIH,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.6813163971458698
Bosnia and Herzegovina,BIH,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,7.1626637221626401
Bosnia and Herzegovina,BIH,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.9959730164627301
Bosnia and Herzegovina,BIH,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,7.1088236154534199
Bosnia and Herzegovina,BIH,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,8.3719088332021308
Bosnia and Herzegovina,BIH,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,8.0094783484967405
